0.081,0.101,0.12,0.137,0.158,0.184,0.207,0.234,0.263,0.287,0.304,0.322,0.312,0.309,0.299,0.283,0.281,0.225,0.201,0.175,0.152,0.131,0.113,0.097,0.081

0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000

